0.138,0.000
0.136,0.000
0.138,0.000
0.139,0.000
0.142,0.000
0.140,0.000
0.140,0.000
0.141,0.000
0.139,0.000
0.143,0.000
0.136,0.000
0.144,0.000
0.148,0.000
0.150,0.000
0.153,0.000
0.147,0.000
0.150,0.000
0.152,0.000
0.143,0.000
0.134,0.000
0.140,0.000
0.138,0.000
0.134,0.000
0.141,0.000
0.141,0.000
0.146,0.000
0.146,0.000
0.139,0.000
0.143,0.000
0.142,0.000
0.134,0.000
0.138,0.000
0.137,0.000
0.139,0.000
0.133,0.000
0.141,0.000
0.146,0.000
0.149,0.000
0.144,0.000
0.140,0.000
0.137,0.000
0.139,0.000
0.140,0.000
0.139,0.000
0.134,0.000
0.135,0.000
0.141,0.000
0.147,0.000
0.143,0.000
0.145,0.000
0.144,0.000
0.147,0.000
0.148,0.000
0.155,0.000
0.161,0.000
0.151,0.000
0.149,0.000
0.149,0.000
0.155,0.000
0.151,0.000
0.149,0.000
0.148,0.000
0.150,0.000
0.154,0.000
0.150,0.000
0.147,0.000
0.138,0.000
0.132,0.000
0.138,0.000
0.139,0.000
0.137,0.000
0.138,0.000
0.146,0.000
0.142,0.000
0.135,0.000
0.138,0.000
0.140,0.000
0.136,0.000
0.132,0.000
0.133,0.000
0.134,0.000
0.136,0.000
0.138,0.000
0.141,0.000
0.140,0.000
0.141,0.000
0.136,0.000
0.137,0.000
0.141,0.000
0.137,0.000
0.136,0.000
0.142,0.000
0.138,0.000
0.137,0.000
0.136,0.000
0.139,0.000
0.140,0.000
0.143,0.000
0.144,0.000
0.142,0.000
0.131,0.000
0.132,0.000
0.138,0.000
0.141,0.000
0.139,0.000
0.138,0.000
0.146,0.000
0.141,0.000
0.140,0.000
0.142,0.000
0.146,0.000
0.141,0.000
0.141,0.000
0.145,0.000
0.147,0.000
0.148,0.000
0.146,0.000
0.150,0.000
0.148,0.000
0.149,0.000
0.159,0.000
0.151,0.000
0.150,0.000
0.148,0.000
0.149,0.000
0.153,0.000
0.155,0.000
0.152,0.000
0.150,0.000
0.154,0.000
0.158,0.000
0.153,0.000
0.153,0.000
0.157,0.000
0.156,0.000
0.157,0.000
0.156,0.000
0.148,0.000
0.152,0.000
0.158,0.000
0.152,0.000
0.163,0.000
0.160,0.000
0.157,0.000
0.164,0.000
0.158,0.000
0.154,0.000
0.157,0.000
0.161,0.000
0.160,0.000
0.159,0.000
0.158,0.000
0.157,0.000
0.157,0.000
0.156,0.000
0.153,0.000
0.151,0.000
0.148,0.000
0.152,0.000
0.148,0.000
0.150,0.000
0.149,0.000
0.145,0.000
0.145,0.000
0.146,0.000
0.140,0.000
0.141,0.000
0.140,0.000
0.135,0.000
0.134,0.000
0.133,0.000
0.139,0.000
0.137,0.000
0.131,0.000
0.131,0.000
0.135,0.000
0.135,0.000
0.133,0.000
0.132,0.000
0.133,0.000
0.131,0.000
0.128,0.000
0.124,0.000
0.128,0.000
0.129,0.000
0.130,0.000
0.134,0.000
0.132,0.000
0.127,0.000
0.123,0.000
0.124,0.000
0.124,0.000
0.129,0.000
0.130,0.000
0.130,0.000
0.133,0.000
0.123,0.000
0.118,0.000
0.129,0.000
0.137,0.000
0.144,0.000
0.158,0.000
0.188,0.000
0.208,0.000
0.220,0.000
0.229,0.000
0.235,0.000
0.227,0.000
0.204,0.000
0.157,0.000
0.129,0.000
0.125,0.000
0.133,0.000
0.130,0.000
0.127,0.000
0.126,0.000
0.127,0.000
0.130,0.000
0.132,0.000
0.130,0.000
0.123,0.000
0.119,0.000
0.119,0.000
0.122,0.000
0.124,0.000
0.126,0.000
0.129,0.000
0.130,0.000
0.127,0.000
0.124,0.000
0.126,0.000
0.131,0.000
0.133,0.000
0.131,0.000
0.130,0.000
0.124,0.000
0.120,0.000
0.127,0.000
0.128,0.000
0.129,0.000
0.128,0.000
0.123,0.000
0.117,0.000
0.129,0.000
0.126,0.000
0.120,0.000
0.126,0.000
0.129,0.000
0.125,0.000
0.123,0.000
0.127,0.000
0.133,0.000
0.139,0.000
0.141,0.000
0.149,0.000
0.152,0.000
0.159,0.000
0.159,0.000
0.153,0.000
0.153,0.000
0.157,0.000
0.161,0.000
0.161,0.000
0.162,0.000
0.164,0.000
0.161,0.000
0.150,0.000
0.150,0.000
0.146,0.000
0.140,0.000
0.143,0.000
0.145,0.000
0.144,0.000
0.137,0.000
0.138,0.000
0.147,0.000
0.152,0.000
0.146,0.000
0.144,0.000
0.146,0.000
0.145,0.000
0.146,0.000
0.139,0.000
0.147,0.000
0.155,0.000
0.150,0.000
0.148,0.000
0.154,0.000
0.158,0.000
0.163,0.000
0.161,0.000
0.161,0.000
0.166,0.000
0.164,0.000
0.157,0.000
0.152,0.000
0.148,0.000
0.151,0.000
0.153,0.000
0.154,0.000
0.150,0.000
0.157,0.000
0.154,0.000
0.152,0.000
0.149,0.000
0.155,0.000
0.156,0.000
0.157,0.000
0.156,0.000
0.156,0.000
0.163,0.000
0.161,0.000
0.164,0.000
0.170,0.000
0.167,0.000
0.163,0.000
0.169,0.000
0.165,0.000
0.162,0.000
0.168,0.000
0.169,0.000
0.171,0.000
0.164,0.000
0.171,0.000
0.170,0.000
0.165,0.000
0.164,0.000
0.170,0.000
0.171,0.000
0.167,0.000
0.173,0.000
0.179,0.000
0.170,0.000
0.172,0.000
0.174,0.000
0.174,0.000
0.176,0.000
0.176,0.000
0.176,0.000
0.178,0.000
0.186,0.000
0.181,0.000
0.184,0.000
0.185,0.000
0.183,0.000
0.183,0.000
0.179,0.000
0.180,0.000
0.176,0.000
0.175,0.000
0.172,0.000
0.176,0.000
0.178,0.000
0.179,0.000
0.181,0.000
0.177,0.000
0.171,0.000
0.171,0.000
0.181,0.000
0.182,0.000
0.184,0.000
0.179,0.000
0.182,0.000
0.181,0.000
0.184,0.000
0.179,0.000
0.178,0.000
0.186,0.000
0.183,0.000
0.171,0.000
0.177,0.000
0.174,0.000
0.169,0.000
0.171,0.000
0.172,0.000
0.165,0.000
0.165,0.000
0.169,0.000
0.236,1.000
0.229,1.000
0.238,1.000
0.235,1.000
0.230,1.000
0.240,1.000
0.239,1.000
0.236,1.000
0.232,1.000
0.228,1.000
0.231,1.000
0.228,1.000
0.234,1.000
0.238,1.000
0.231,1.000
0.235,1.000
0.231,1.000
0.231,1.000
0.232,1.000
0.226,1.000
0.231,1.000
0.223,1.000
0.228,1.000
0.236,1.000
0.230,1.000
0.224,1.000
0.233,1.000
0.233,1.000
0.226,1.000
0.226,1.000
0.225,1.000
0.232,1.000
0.235,1.000
0.228,1.000
0.224,1.000
0.237,1.000
0.241,1.000
0.233,1.000
0.230,1.000
0.221,1.000
0.229,1.000
0.231,1.000
0.232,1.000
0.228,1.000
0.243,1.000
0.229,1.000
0.219,1.000
0.226,1.000
0.224,1.000
0.223,1.000
0.217,1.000
0.225,1.000
0.222,1.000
0.229,1.000
0.221,1.000
0.221,1.000
0.222,1.000
0.223,1.000
0.218,1.000
0.215,1.000
0.219,1.000
0.209,1.000
0.201,1.000
0.206,1.000
0.218,1.000
0.217,1.000
0.215,1.000
0.210,1.000
0.209,1.000
0.211,1.000
0.216,1.000
0.208,1.000
0.210,1.000
0.208,1.000
0.205,1.000
0.210,1.000
0.212,1.000
0.212,1.000
0.207,1.000
0.199,1.000
0.207,1.000
0.203,1.000
0.204,1.000
0.196,1.000
0.194,1.000
0.202,1.000
0.202,1.000
0.204,1.000
0.200,1.000
0.196,1.000
0.198,1.000
0.195,1.000
0.197,1.000
0.207,1.000
0.198,1.000
0.193,1.000
0.197,1.000
0.187,1.000
0.193,1.000
0.195,1.000
0.199,1.000
0.206,1.000
0.197,1.000
0.192,1.000
0.190,1.000
0.199,1.000
0.197,1.000
0.196,1.000
0.200,1.000
0.208,1.000
0.197,1.000
0.194,1.000
0.196,1.000
0.195,1.000
0.196,1.000
0.191,1.000
0.184,1.000
0.197,1.000
0.189,1.000
0.195,1.000
0.190,1.000
0.184,1.000
0.189,1.000
0.190,1.000
0.183,1.000
0.186,1.000
0.188,1.000
0.186,1.000
0.182,1.000
0.189,1.000
0.197,1.000
0.191,1.000
0.185,1.000
0.191,1.000
0.188,1.000
0.183,1.000
0.187,1.000
0.184,1.000
0.187,1.000
0.175,1.000
0.178,1.000
0.187,1.000
0.185,1.000
0.189,1.000
0.186,1.000
0.184,1.000
0.181,1.000
0.186,1.000
0.179,1.000
0.181,1.000
0.186,1.000
0.182,1.000
0.186,1.000
0.181,1.000
0.181,1.000
0.178,1.000
0.184,1.000
0.182,1.000
0.173,1.000
0.180,1.000
0.179,1.000
0.178,1.000
0.176,1.000
0.177,1.000
0.174,1.000
0.180,1.000
0.185,1.000
0.179,1.000
0.185,1.000
0.168,1.000
0.176,1.000
0.173,1.000
0.175,1.000
0.178,1.000
0.180,1.000
0.178,1.000
0.176,1.000
0.171,1.000
0.174,1.000
0.166,1.000
0.171,1.000
0.170,1.000
0.162,1.000
0.172,1.000
0.167,1.000
0.165,1.000
0.161,1.000
0.162,1.000
0.167,1.000
0.164,1.000
0.162,1.000
0.159,1.000
0.154,1.000
0.167,1.000
0.165,1.000
0.162,1.000
0.169,1.000
0.165,1.000
0.159,1.000
0.155,1.000
0.154,1.000
0.155,1.000
0.157,1.000
0.157,1.000
0.147,1.000
0.148,1.000
0.154,1.000
0.153,1.000
0.154,1.000
0.151,1.000
0.152,1.000
0.153,1.000
0.144,1.000
0.148,1.000
0.146,1.000
0.143,1.000
0.144,1.000
0.140,1.000
0.140,1.000
0.153,1.000
0.141,1.000
0.155,1.000
0.138,1.000
0.156,1.000
0.141,1.000
0.155,1.000
0.130,1.000
0.150,1.000
0.131,1.000
0.120,1.000
0.149,1.000
0.137,1.000
0.138,1.000
0.095,1.000
0.121,1.000
0.120,1.000
0.152,1.000
0.141,1.000
0.155,1.000
0.093,1.000
0.076,1.000
0.046,1.000
0.060,1.000
0.058,1.000
0.060,1.000
0.100,1.000
0.078,1.000
0.091,1.000
0.065,1.000
0.071,1.000
0.072,1.000
0.069,1.000
0.089,1.000
0.086,1.000
0.115,1.000
0.072,1.000
0.072,1.000
0.062,1.000
0.054,1.000
0.068,1.000
0.070,1.000
0.065,1.000
0.060,1.000
0.056,1.000
0.080,1.000
0.118,1.000
0.071,1.000
0.072,1.000
0.093,1.000
0.063,1.000
0.077,1.000
0.059,1.000
0.054,1.000
0.056,1.000
0.104,1.000
0.123,1.000
0.085,1.000
0.058,1.000
0.066,1.000
0.058,1.000
0.099,1.000
0.044,1.000
0.048,1.000
0.062,1.000
0.061,1.000
0.063,1.000
0.073,1.000
0.079,1.000
0.041,1.000
0.041,1.000
0.033,1.000
0.036,1.000
0.055,1.000
0.034,1.000
0.035,1.000
0.055,1.000
0.067,1.000
0.048,1.000
0.050,1.000
0.065,1.000
0.039,1.000
0.051,1.000
0.053,1.000
0.041,1.000
0.052,1.000
0.047,1.000
0.034,1.000
0.046,1.000
0.032,1.000
0.034,1.000
0.045,1.000
0.047,1.000
0.041,1.000
0.061,1.000
0.049,1.000
0.087,1.000
0.053,1.000
0.095,1.000
0.052,1.000
0.076,1.000
0.064,1.000
0.096,1.000
0.061,1.000
0.111,1.000
0.113,1.000
0.053,1.000
0.052,1.000
0.064,1.000
0.033,1.000
0.039,1.000
0.053,1.000
0.096,1.000
0.106,1.000
0.064,1.000
0.085,1.000
0.079,1.000
0.082,1.000
0.049,1.000
0.050,1.000
0.108,1.000
0.033,1.000
0.088,1.000
0.043,1.000
0.044,1.000
0.049,1.000
0.038,1.000
0.043,1.000
0.039,1.000
0.036,1.000
0.044,1.000
0.038,1.000
0.042,1.000
0.036,1.000
0.027,1.000
0.031,1.000
0.029,1.000
0.044,1.000
0.050,1.000
0.044,1.000
0.053,1.000
0.061,1.000
0.068,1.000
0.040,1.000
0.061,1.000
0.076,1.000
0.068,1.000
0.076,1.000
0.076,1.000
0.077,1.000
0.071,1.000
0.128,1.000
0.034,1.000
0.057,1.000
0.072,1.000
0.052,1.000
0.038,1.000
0.039,1.000
0.061,1.000
0.040,1.000
0.057,1.000
0.054,1.000
0.041,1.000
0.084,1.000
0.048,1.000
0.040,1.000
0.042,1.000
0.063,1.000
0.031,1.000
0.038,1.000
0.039,1.000
0.048,1.000
0.038,1.000
0.038,1.000
0.032,1.000
0.045,1.000
0.028,1.000
0.037,1.000
0.041,1.000
0.049,1.000
0.072,1.000
0.063,1.000
0.042,1.000
0.038,1.000
0.051,1.000
0.060,1.000
0.078,1.000
0.049,1.000
0.034,1.000
0.034,1.000
0.041,1.000
0.054,1.000
0.064,1.000
0.029,1.000
0.040,1.000
0.040,1.000
0.049,1.000
0.067,1.000
0.038,1.000
0.071,1.000
0.030,1.000
0.044,1.000
0.046,1.000
0.050,1.000
0.172,2.000
0.170,2.000
0.179,2.000
0.177,2.000
0.167,2.000
0.170,2.000
0.169,2.000
0.170,2.000
0.168,2.000
0.168,2.000
0.169,2.000
0.170,2.000
0.170,2.000
0.169,2.000
0.176,2.000
0.185,2.000
0.178,2.000
0.182,2.000
0.183,2.000
0.174,2.000
0.171,2.000
0.176,2.000
0.178,2.000
0.179,2.000
0.165,2.000
0.167,2.000
0.169,2.000
0.178,2.000
0.181,2.000
0.182,2.000
0.175,2.000
0.159,2.000
0.161,2.000
0.156,2.000
0.168,2.000
0.166,2.000
0.169,2.000
0.169,2.000
0.167,2.000
0.168,2.000
0.165,2.000
0.168,2.000
0.158,2.000
0.166,2.000
0.161,2.000
0.165,2.000
0.158,2.000
0.159,2.000
0.163,2.000
0.161,2.000
0.164,2.000
0.162,2.000
0.155,2.000
0.154,2.000
0.155,2.000
0.155,2.000
0.156,2.000
0.152,2.000
0.154,2.000
0.161,2.000
0.166,2.000
0.165,2.000
0.165,2.000
0.164,2.000
0.168,2.000
0.161,2.000
0.164,2.000
0.160,2.000
0.157,2.000
0.163,2.000
0.160,2.000
0.164,2.000
0.164,2.000
0.165,2.000
0.166,2.000
0.166,2.000
0.171,2.000
0.162,2.000
0.157,2.000
0.159,2.000
0.165,2.000
0.162,2.000
0.170,2.000
0.162,2.000
0.167,2.000
0.166,2.000
0.169,2.000
0.168,2.000
0.177,2.000
0.172,2.000
0.168,2.000
0.174,2.000
0.174,2.000
0.175,2.000
0.174,2.000
0.170,2.000
0.166,2.000
0.167,2.000
0.174,2.000
0.169,2.000
0.173,2.000
0.172,2.000
0.169,2.000
0.172,2.000
0.167,2.000
0.165,2.000
0.174,2.000
0.172,2.000
0.171,2.000
0.174,2.000
0.179,2.000
0.181,2.000
0.182,2.000
0.182,2.000
0.176,2.000
0.176,2.000
0.170,2.000
0.177,2.000
0.182,2.000
0.185,2.000
0.177,2.000
0.174,2.000
0.180,2.000
0.185,2.000
0.192,2.000
0.189,2.000
0.183,2.000
0.185,2.000
0.181,2.000
0.182,2.000
0.192,2.000
0.192,2.000
0.182,2.000
0.184,2.000
0.186,2.000
0.185,2.000
0.183,2.000
0.183,2.000
0.183,2.000
0.173,2.000
0.186,2.000
0.189,2.000
0.189,2.000
0.180,2.000
0.187,2.000
0.187,2.000
0.194,2.000
0.194,2.000
0.182,2.000
0.177,2.000
0.178,2.000
0.180,2.000
0.172,2.000
0.176,2.000
0.177,2.000
0.181,2.000
0.186,2.000
0.179,2.000
0.177,2.000
0.180,2.000
0.187,2.000
0.183,2.000
0.186,2.000
0.191,2.000
0.178,2.000
0.176,2.000
0.181,2.000
0.181,2.000
0.191,2.000
0.185,2.000
0.175,2.000
0.180,2.000
0.182,2.000
0.185,2.000
0.180,2.000
0.184,2.000
0.187,2.000
0.186,2.000
0.192,2.000
0.189,2.000
0.185,2.000
0.191,2.000
0.190,2.000
0.183,2.000
0.187,2.000
0.188,2.000
0.191,2.000
0.193,2.000
0.187,2.000
0.186,2.000
0.182,2.000
0.183,2.000
0.186,2.000
0.193,2.000
0.191,2.000
0.196,2.000
0.194,2.000
0.191,2.000
0.194,2.000
0.198,2.000
0.188,2.000
0.191,2.000
0.192,2.000
0.203,2.000
0.192,2.000
0.195,2.000
0.193,2.000
0.186,2.000
0.194,2.000
0.202,2.000
0.204,2.000
0.204,2.000
0.207,2.000
0.199,2.000
0.206,2.000
0.202,2.000
0.203,2.000
0.195,2.000
0.198,2.000
0.212,2.000
0.210,2.000
0.203,2.000
0.203,2.000
0.205,2.000
0.209,2.000
0.211,2.000
0.211,2.000
0.218,2.000
0.215,2.000
0.206,2.000
0.207,2.000
0.212,2.000
0.205,2.000
0.213,2.000
0.207,2.000
0.206,2.000
0.210,2.000
0.210,2.000
0.208,2.000
0.205,2.000
0.209,2.000
0.209,2.000
0.203,2.000
0.211,2.000
0.216,2.000
0.218,2.000
0.211,2.000
0.216,2.000
0.211,2.000
0.219,2.000
0.214,2.000
0.214,2.000
0.209,2.000
0.214,2.000
0.210,2.000
0.215,2.000
0.211,2.000
0.208,2.000
0.207,2.000
0.215,2.000
0.211,2.000
0.216,2.000
0.214,2.000
0.207,2.000
0.213,2.000
0.215,2.000
0.211,2.000
0.212,2.000
0.222,2.000
0.219,2.000
0.224,2.000
0.226,2.000
0.216,2.000
0.214,2.000
0.209,2.000
0.216,2.000
0.214,2.000
0.221,2.000
0.224,2.000
0.213,2.000
0.210,2.000
0.217,2.000
0.213,2.000
0.213,2.000
0.214,2.000
0.215,2.000
0.221,2.000
0.213,2.000
0.213,2.000
0.207,2.000
0.216,2.000
0.211,2.000
0.216,2.000
0.217,2.000
0.219,2.000
0.216,2.000
0.221,2.000
0.219,2.000
0.219,2.000
0.227,2.000
0.222,2.000
0.219,2.000
0.219,2.000
